2025-12-29 12:54:37,935 - INFO - Usage log: Node STORE, completion_usage: {'completion_tokens': 19, 'prompt_tokens': 469, 'total_tokens': 488, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.300675630569458}
2025-12-29 12:54:42,612 - INFO - Usage log: Node 02PAC01UC020XQ02, completion_usage: {'completion_tokens': 16, 'prompt_tokens': 487, 'total_tokens': 503, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.29320836067199707}
2025-12-29 12:54:42,613 - INFO - Usage log: Node JIANGYIN_2 电厂, completion_usage: {'completion_tokens': 17, 'prompt_tokens': 482, 'total_tokens': 499, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.3141164779663086}
2025-12-29 12:54:42,613 - INFO - Usage log: Node 10 区域, completion_usage: {'completion_tokens': 19, 'prompt_tokens': 460, 'total_tokens': 479, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.3245701789855957}
2025-12-29 12:54:42,614 - INFO - Usage log: Node 55 区域, completion_usage: {'completion_tokens': 19, 'prompt_tokens': 484, 'total_tokens': 503, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.3429889678955078}
2025-12-29 12:54:42,615 - INFO - Usage log: Node 25. CHUZHOU_1 电厂, completion_usage: {'completion_tokens': 17, 'prompt_tokens': 459, 'total_tokens': 476, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.310133695602417}
2025-12-29 12:54:42,616 - INFO - Usage log: Node 101, completion_usage: {'completion_tokens': 18, 'prompt_tokens': 481, 'total_tokens': 499, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.3230762481689453}
2025-12-29 12:54:42,616 - INFO - Usage log: Node 10MBH22AA102XC91, completion_usage: {'completion_tokens': 17, 'prompt_tokens': 485, 'total_tokens': 502, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.3126225471496582}
2025-12-29 12:54:42,617 - INFO - Usage log: Node 112, completion_usage: {'completion_tokens': 19, 'prompt_tokens': 472, 'total_tokens': 491, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.29470181465148926}
2025-12-29 12:54:42,618 - INFO - Usage log: Node 测点SGC.CHUZHOU_1.10MBH22CP102XQ01, completion_usage: {'completion_tokens': 17, 'prompt_tokens': 474, 'total_tokens': 491, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.26184630393981934}
2025-12-29 12:54:42,619 - INFO - Usage log: Node AP, completion_usage: {'completion_tokens': 21, 'prompt_tokens': 471, 'total_tokens': 492, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.336517333984375}
2025-12-29 12:54:42,619 - INFO - Usage log: Node 22 区域, completion_usage: {'completion_tokens': 21, 'prompt_tokens': 478, 'total_tokens': 499, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.31312084197998047}
2025-12-29 12:54:42,620 - INFO - Usage log: Node 循环水泵2变频器柜电机电压, completion_usage: {'completion_tokens': 29, 'prompt_tokens': 478, 'total_tokens': 507, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.37285733222961426}
2025-12-29 12:54:42,621 - INFO - Usage log: Node DT, completion_usage: {'completion_tokens': 15, 'prompt_tokens': 451, 'total_tokens': 466, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.24940133094787598}
2025-12-29 12:54:42,621 - INFO - Usage log: Node Output Value, completion_usage: {'completion_tokens': 18, 'prompt_tokens': 476, 'total_tokens': 494, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.275287389755249}
2025-12-29 12:54:42,622 - INFO - Usage log: Node 011, completion_usage: {'completion_tokens': 15, 'prompt_tokens': 476, 'total_tokens': 491, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.24044060707092285}
2025-12-29 12:54:43,282 - INFO - Usage log: Node 68. GANLU_1 电厂, completion_usage: {'completion_tokens': 17, 'prompt_tokens': 458, 'total_tokens': 475, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.2862389087677002}
2025-12-29 12:54:43,283 - INFO - Usage log: Node CJA 主系统, completion_usage: {'completion_tokens': 15, 'prompt_tokens': 460, 'total_tokens': 475, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.29370617866516113}
2025-12-29 12:54:43,284 - INFO - Usage log: Node SIHUI_2 电厂, completion_usage: {'completion_tokens': 17, 'prompt_tokens': 474, 'total_tokens': 491, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.3021688461303711}
2025-12-29 12:54:43,285 - INFO - Usage log: Node 27. ZHOUKOU_2 电厂, completion_usage: {'completion_tokens': 14, 'prompt_tokens': 457, 'total_tokens': 471, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.29320788383483887}
2025-12-29 12:54:43,285 - INFO - Usage log: Node 10MAD13CT014A232203OUT, completion_usage: {'completion_tokens': 18, 'prompt_tokens': 494, 'total_tokens': 512, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.32656240463256836}
2025-12-29 12:54:43,286 - INFO - Usage log: Node 10MBY10DU061XQ01, completion_usage: {'completion_tokens': 18, 'prompt_tokens': 488, 'total_tokens': 506, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.3220806121826172}
2025-12-29 12:54:43,286 - INFO - Usage log: Node 50 区域, completion_usage: {'completion_tokens': 24, 'prompt_tokens': 472, 'total_tokens': 496, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.37036800384521484}
2025-12-29 12:54:43,287 - INFO - Usage log: Node A232203OUT, completion_usage: {'completion_tokens': 15, 'prompt_tokens': 483, 'total_tokens': 498, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.28922557830810547}
2025-12-29 12:54:43,288 - INFO - Usage log: Node MAV 主系统, completion_usage: {'completion_tokens': 20, 'prompt_tokens': 476, 'total_tokens': 496, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.33203697204589844}
2025-12-29 12:54:43,289 - INFO - Usage log: Node null, completion_usage: {'completion_tokens': 18, 'prompt_tokens': 471, 'total_tokens': 489, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.3315393924713135}
2025-12-29 12:54:43,289 - INFO - Usage log: Node DANYANG_2 电厂, completion_usage: {'completion_tokens': 20, 'prompt_tokens': 474, 'total_tokens': 494, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.3459761142730713}
2025-12-29 12:54:43,290 - INFO - Usage log: Node 108, completion_usage: {'completion_tokens': 18, 'prompt_tokens': 476, 'total_tokens': 494, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.32805466651916504}
2025-12-29 12:54:43,291 - INFO - Usage log: Node 设备 UC020, completion_usage: {'completion_tokens': 20, 'prompt_tokens': 481, 'total_tokens': 501, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.34000205993652344}
2025-12-29 12:54:43,291 - INFO - Usage log: Node 113, completion_usage: {'completion_tokens': 15, 'prompt_tokens': 454, 'total_tokens': 469, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.2633397579193115}
2025-12-29 12:54:43,292 - INFO - Usage log: Node DANYANG_2.21MBV30CP901XG02, completion_usage: {'completion_tokens': 16, 'prompt_tokens': 466, 'total_tokens': 482, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.2742912769317627}
2025-12-29 12:54:43,293 - INFO - Usage log: Node 测点SGC.CHANGXING_1.10HAD55AA101XQ11XQ12, completion_usage: {'completion_tokens': 20, 'prompt_tokens': 481, 'total_tokens': 501, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.2727982997894287}
2025-12-29 12:54:43,759 - INFO - Usage log: Node 20MKY01EZ245XB01, completion_usage: {'completion_tokens': 18, 'prompt_tokens': 484, 'total_tokens': 502, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.2558727264404297}
2025-12-29 12:54:43,760 - INFO - Usage log: Node 10HAD55AA101XQ11XQ12, completion_usage: {'completion_tokens': 21, 'prompt_tokens': 494, 'total_tokens': 515, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.34498023986816406}
2025-12-29 12:54:43,761 - INFO - Usage log: Node 01 号机组, completion_usage: {'completion_tokens': 16, 'prompt_tokens': 473, 'total_tokens': 489, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.2727980613708496}
2025-12-29 12:54:43,761 - INFO - Usage log: Node GANLU_1 电厂, completion_usage: {'completion_tokens': 20, 'prompt_tokens': 472, 'total_tokens': 492, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.3414957523345947}
2025-12-29 12:54:43,762 - INFO - Usage log: Node ZV60, completion_usage: {'completion_tokens': 19, 'prompt_tokens': 475, 'total_tokens': 494, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.3255653381347656}
2025-12-29 12:54:43,763 - INFO - Usage log: Node 测点SGC.YIXING_1.10MAV21AP022YB02, completion_usage: {'completion_tokens': 21, 'prompt_tokens': 473, 'total_tokens': 494, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.3245699405670166}
2025-12-29 12:54:43,764 - INFO - Usage log: Node 设备 DT100, completion_usage: {'completion_tokens': 20, 'prompt_tokens': 463, 'total_tokens': 483, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.33303308486938477}
2025-12-29 12:54:43,765 - INFO - Usage log: Node 02 号机组, completion_usage: {'completion_tokens': 17, 'prompt_tokens': 476, 'total_tokens': 493, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.2742915153503418}
2025-12-29 12:54:43,765 - INFO - Usage log: Node 061, completion_usage: {'completion_tokens': 19, 'prompt_tokens': 477, 'total_tokens': 496, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.20708775520324707}
2025-12-29 12:54:44,435 - INFO - Usage log: Node 用于监测的设备类型为, completion_usage: {'completion_tokens': 23, 'prompt_tokens': 264, 'total_tokens': 287, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.30814266204833984}
2025-12-29 12:54:44,436 - INFO - Usage log: Node 的核心KKS码为, completion_usage: {'completion_tokens': 13, 'prompt_tokens': 263, 'total_tokens': 276, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.23297381401062012}
2025-12-29 12:54:44,437 - INFO - Usage log: Node 用于监测的设备序列号为, completion_usage: {'completion_tokens': 20, 'prompt_tokens': 265, 'total_tokens': 285, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.3300457000732422}
2025-12-29 12:54:44,438 - INFO - Usage log: Node 设备类型是, completion_usage: {'completion_tokens': 16, 'prompt_tokens': 261, 'total_tokens': 277, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.27628421783447266}
2025-12-29 12:54:44,439 - INFO - Usage log: Node 无效代码标识为, completion_usage: {'completion_tokens': 23, 'prompt_tokens': 262, 'total_tokens': 285, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.3763418197631836}
2025-12-29 12:54:44,439 - INFO - Usage log: Node 包含, completion_usage: {'completion_tokens': 21, 'prompt_tokens': 259, 'total_tokens': 280, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.3499579429626465}
2025-12-29 12:54:44,440 - INFO - Usage log: Node 核心 KKS 码为, completion_usage: {'completion_tokens': 14, 'prompt_tokens': 264, 'total_tokens': 278, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.25637054443359375}
2025-12-29 12:54:44,441 - INFO - Usage log: Node 配置, completion_usage: {'completion_tokens': 20, 'prompt_tokens': 259, 'total_tokens': 279, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.3335306644439697}
2025-12-29 12:54:44,442 - INFO - Usage log: Node 划分有, completion_usage: {'completion_tokens': 17, 'prompt_tokens': 260, 'total_tokens': 277, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.24442315101623535}
2025-12-29 12:54:44,442 - INFO - Usage log: Node 测量值单位为, completion_usage: {'completion_tokens': 20, 'prompt_tokens': 262, 'total_tokens': 282, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.2877321243286133}
2025-12-29 12:54:44,443 - INFO - Usage log: Node 位于, completion_usage: {'completion_tokens': 22, 'prompt_tokens': 259, 'total_tokens': 281, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.3156092166900635}
2025-12-29 12:54:44,444 - INFO - Usage log: Node 功能描述为, completion_usage: {'completion_tokens': 17, 'prompt_tokens': 261, 'total_tokens': 278, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.23795151710510254}
2025-12-29 12:54:44,445 - INFO - Usage log: Node 用于监测的设备类型是, completion_usage: {'completion_tokens': 24, 'prompt_tokens': 264, 'total_tokens': 288, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.33203744888305664}
2025-12-29 12:54:44,445 - INFO - Usage log: Node 设备序列号是, completion_usage: {'completion_tokens': 18, 'prompt_tokens': 262, 'total_tokens': 280, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.26831793785095215}
2025-12-29 12:54:44,446 - INFO - Usage log: Node 用于监测, completion_usage: {'completion_tokens': 17, 'prompt_tokens': 260, 'total_tokens': 277, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.2384507656097412}
2025-12-29 12:54:44,447 - INFO - Usage log: Node 划分, completion_usage: {'completion_tokens': 19, 'prompt_tokens': 259, 'total_tokens': 278, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.26582860946655273}
2025-12-29 12:54:44,646 - INFO - Usage log: Node 用于监测设备, completion_usage: {'completion_tokens': 18, 'prompt_tokens': 261, 'total_tokens': 279, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.1961359977722168}
2025-12-29 12:54:44,647 - INFO - Usage log: Node 部署, completion_usage: {'completion_tokens': 17, 'prompt_tokens': 259, 'total_tokens': 276, 'completion_tokens_details': None, 'prompt_tokens_details': None, 'time': 0.1921536922454834}
2025-12-29 12:55:37,060 - INFO - Stopped loading due to: No data left in file
2025-12-29 12:55:37,062 - INFO - Adding time: 0.02 seconds
2025-12-29 12:55:37,070 - INFO - Stopped loading due to: No data left in file
2025-12-29 12:55:37,071 - INFO - Adding time: 0.00 seconds
2025-12-29 12:55:37,090 - INFO - Stopped loading due to: No data left in file
2025-12-29 12:55:37,091 - INFO - Adding time: 0.01 seconds
