:START_ID,:END_ID,:TYPE
电磁阀 MBA53AA006,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
辅助推力端管道 NS4 / 645A,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
压力变送器 MBA51CP101,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
压力变送器 MBA51CP102,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
压力变送器 MBA51CP103,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
压力表 MBA51CP501,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
系统压力,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
压力表 MBA51CP502,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
泵出口压力,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
压力表 MBA51CP503,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
溢流阀 MBA51AA191,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
180 bar,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
溢流阀 MBA51AA192,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
溢流阀 MBA51AA193,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
210 bar,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
溢流阀 MBA51AA194,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
溢流阀 MBA53AA191,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
溢流阀 MBA54AA191,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
溢流阀 MBA54AA192,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
节流阀 MBA53AA281,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
4 L/min,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
节流阀 MBA54AA281,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
节流阀 MBA53AA282,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
1 L/min,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
节流阀 MBA54AA282,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
泵入口管截止阀 MBA51AA251,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
启动泵,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
泵入口管截止阀 MBA51AA252,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
排气操作,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
电磁换向球阀 MBA53AA001,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
电磁换向球阀 MBA53AA002,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
电磁换向球阀 MBA53AA003,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
电磁换向球阀 MBA53AA004,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
电磁换向球阀 MBA53AA005,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
电磁换向球阀 MBA53AA006,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
仪表针阀 MBA51AA301,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
压力变送器 MBA51CP001,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
仪表针阀 MBA51AA302,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
压力变送器 MBA51CP002,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
仪表针阀 MBA51AA303,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
仪表针阀 MBA51AA304,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
仪表针阀 MBA51AA305,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
制造商已经冲洗了 RDS，不需要再对 RDS 进行冲洗处理。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
需要冲洗 RDS 上的供给和返回管道以及到轮机的操作管道。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
针对每个管道的冲洗操作应以达到所需的纯度为标准。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
管道的冲洗及清洁度非 SGC 负责。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
如果因为污染而导致故障、停运和设备损坏，则不在 SGC 保修范围内。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
只能使用纯度不低于 99.995%的氮气。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
如果使用不当的气体填充，则有爆炸风险。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
如果氮气罐中的氮气压力高于皮囊式蓄能器中允许的压力，则氮气填充器必须配备一个降压器。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
如果压力过大，可能损坏设备。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
使用电机上的风机风轮来检查泵的旋转方向。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
如果电机的旋转方向不正确，会损坏泵。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
在短时间内依次重新开关两个电机（缓动），以检查旋转方向是否符合箭头方向。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
必须确保电机的旋转方向符合箭头所指方向。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
在对系统进行排气操作之前，应检查如下设置：泵入口管的截止阀门打开。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
如果在球阀闭合的情况下操作泵，即时时间很短，也会损坏泵。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
使用测量设备上的截止固件对测量仪器管道进行排气操作。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
排气直到液压流体没有气泡溢出为止。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
电磁阀 MBA53AA001 和 MBA53AA003 通电。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
在 SGC 选择的合适点对主推力端管道进行排气。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
在 SGC 选择的合适点对辅助推力端管道进行排气。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
在给 RDS 加压之前，应检查如下设置：泵入口管的截止阀门打开。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
必须保证有所需的氮气压力。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
检查了电机旋转方向。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
使用氮气填充了蓄能器。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
冲洗了整个系统。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
启动电机 MBA51AP01-M01-E01。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
填充蓄能器，给系统加压。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
检查所有管道连接是否有泄漏。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
如果有泄漏，必须马上修复。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
爆发溢出的液压流体会产生危险。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
释放系统压力的操作顺序：打开阀 MBA51AA255 和 MBA51AA256，将蓄能器压力释放到罐中。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
在 RDS 上进行任何操作之前，都需要通过检查来确认系统的压力已经释放。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
打开管道和阀门的时候，速度要特别慢，以便缓慢释放压力。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
只有在没有液压流体溢出，并且没有残余压力的情况下，才能完全打开管道或拆卸阀门。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
对于溢出的液压流体，必须按照液压流体安全数据单的规定立即进行吸附处理并将其除去。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
依次启动泵 MBA51AP001-KP01 和 MBA51AP002-KP01，检测压力开关 MBA51CP001 和 MBA51CP002。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
确定每个泵从 p1 到 p2 的填充时间。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
进行调试的前提条件是顺利完成所有操作（8.2.1 到 8.2.7）。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
可以启动两个泵中的一个从而启动 RDS 模块。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
优先设定 MBA54AA191、MBA54AA192 的 210bar。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
顺时针旋紧 MBA54AA192，并回退半圈。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
缓慢将 MBA54AA192 顺时针旋紧，压力表每上升 10bar 需停顿 10S。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
直至压力表读数为 210bar 为止。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
顺时针锁紧 MBA54AA192 的锁紧螺母。至此 MBA54AA192 整定完毕。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
启动 MBA51AP001 油泵，此时系统三个压力表读数应为 0bar。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
顺时针旋紧 MBA51AA191 至紧，并回退半圈。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
顺时针锁紧 MBA51AA191 的锁紧螺母，至此 MBA51AA191 整定完毕。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
逆时针旋转 MBA53AA191 每下降 5bar 停顿 20S，直至压力表读数为 210bar。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
顺时,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
制造商已经冲洗了RDS，不需要再对RDS进行冲洗处理。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
制造商,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
需要冲洗RDS上的供给管道HD / 637B和HE/638B。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
HD / 637B,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
HE/638B,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
需要冲洗RDS上的返回管道HF / 639B。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
HF / 639B,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
需要冲洗到轮机的操作管道HS1 / 643A、HS2 / 642A、NS1 / 644A和NS2 / 645A。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
HS1 / 643A,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
HS2 / 642A,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
NS1 / 644A,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
NS2 / 645A,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
管道的冲洗操作应以达到所需的纯度为标准。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
管道,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
纯度,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
管道的冲洗及清洁度非SGC负责。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
冲洗,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
清洁度,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
如果因为污染而导致故障、停运和设备损坏，则不在SGC保修范围内。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
污染,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
停运,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
保修范围,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
只能使用纯度不低于99.995%的氮气填充蓄能器。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
氮气,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
一定不要使用氧气或压缩空气填充蓄能器。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
氧气,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
压缩空气,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
提供填充的氮气罐以及皮囊式蓄能器的填充器。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
填充器,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
必须使用降压器，如果氮气罐中的氮气压力高于皮囊式蓄能器中允许的压力。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
降压器,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
必须遵照相关说明，尤其要遵守氮气填充器制造商给出的安全须知。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
安全须知,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
说明,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
本安装调试说明书并未详细介绍氮气填充器的情况。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
安装调试说明书,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
关于与填充器相关的详细操作信息，请参见填充器操作须知。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
操作须知,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
在填充皮囊式蓄能器时，应参考相关表格。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
表格,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
步骤1：切换蓄能器三通阀MBA51AA255和MBA51AA256以释放蓄能器流体侧的压力并将其与系统隔离。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
MBA51AA255,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
MBA51AA256,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
蓄能器三通阀,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
步骤2：将填充器连接到蓄能器填充阀。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
蓄能器填充阀,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
步骤3：填充皮囊式蓄能器。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
填充,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
步骤4：确定在操作温度以外的其它温度下的填充压力。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
填充压力,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
操作温度,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
温度,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
步骤5：在取下填充器之前，释放氮气管道的压力或关闭填充器处的氮气管道。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
氮气管道,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
步骤6：取下填充器。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
步骤7：调整蓄能器三通阀MBA51AA255至正确位置。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
在进行后面的调试操作之前，必须确保电机的旋转方向符合箭头所指方向。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
电机,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
旋转方向,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
箭头,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
泵,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
风机风轮,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
泵入口管的截止固件MBA51AA251必须处于打开状态。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
MBA51AA251,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
泵入口管,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
截止固件,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
泵入口管的截止固件MBA51AA252必须处于打开状态。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
MBA51AA252,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
在短时间内依次重新开关两个电机以检查旋转方向是否符合箭头方向。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
如果电机连接有误，可能因为电击而发生事故。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
电击,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
事故,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
必须由专业电气人员来完成连接。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
专业电气人员,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
连接,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
如果旋转方向有误，应重新连接相应的电机。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
在球阀闭合的情况下操作泵，即使时间很短，也会损坏泵。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
球阀,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
只有在相关球阀MBA51AA251或MBA51AA252打开的情况下，才能启动泵。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
在对系统进行排气操作之前，应检查泵入口管的截止阀门MBA51AA251和MBA51AA252是否打开。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
截止阀门,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
在排气过程中不需要使用蓄能器，因此蓄能器三通阀MBA51AA255和MBA51AA256无需操作。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
使用测量设备上的截止固件MBA53AA301到MBA53AA306对测量仪器管道进行排气操作。,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
MBA53AA301,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
MBA53AA306,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
测量设备,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
测量仪器管道,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
气泡,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
溢出,780424b4fe979c88130ed3de6f8dd382a44b7f12fdf22857163906dd3eeb12aa,Source
