:START_ID,:END_ID,relation,concepts,synsets,numeric_id,:TYPE
测点SGC.GANLU_1.10MBH22AA102XC91,10MBH22AA102XC91,核心 KKS 码为,"['核心代码', '关键编码', '标识关联', '核心标识']",[],209,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,XC91,无效代码标识为,"['标记为无效', '标示为非法', '识别为无效', '标注为错误']",[],210,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,COOL. AIR FLAP 2 STAGE 2 CONTROL,功能描述为,"['实现功能', '执行作用', '承担职责', '提供服务']",[],211,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,null,测量值单位为,"['单位制', '单位', '量纲', '测量单位', '标准单位']",[],212,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,AA102,用于监测设备,"['监测工具', '监测系统', '监测设备', '监测装置']",[],213,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,AA,用于监测的设备类型为,"['测量仪器', '监控工具', '传感装置', '检测装置', '监测设备']",[],214,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,102,用于监测的设备序列号为,"['监测设备编号', '设备监测标识', '监测用序列号', '监测编号关联']",[],215,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,GANLU_1 电厂,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],216,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,10 号机组,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],217,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,22 区域,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],218,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,MBH 主系统,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],219,Relation
69. FENGQUAN_1 电厂,10 号机组,包含,"['包含在内', '容纳', '包含', '涵盖', '包括']",[],220,Relation
10 号机组,MBV 主系统,配置,"['安排', '设置', '配备', '布置']",[],221,Relation
MBV 主系统,10 区域,划分,"['分类', '分割', '划分范围', '划分界限', '区分']",[],222,Relation
10 区域,设备 AH001,部署,"['实施', '配置', '安排', '布置', '派遣']",[],223,Relation
设备 AH001,AH,设备类型是,"['设备类别', '设备分类', '属于类型', '类型归属']",[],224,Relation
设备 AH001,001,设备序列号是,"['唯一识别码', '设备唯一码', '设备编码', '序列标识']",[],225,Relation
测点SGC.FENGQUAN_1.10MBV10AH001ZV60,10MBV10AH001ZV60,核心 KKS 码为,"['核心代码', '关键编码', '标识关联', '核心标识']",[],226,Relation
测点SGC.FENGQUAN_1.10MBV10AH001ZV60,ZV60,无效代码标识为,"['标记为无效', '标示为非法', '识别为无效', '标注为错误']",[],227,Relation
测点SGC.FENGQUAN_1.10MBV10AH001ZV60,LUBE OIL HEATER TRIP,功能描述为,"['实现功能', '执行作用', '承担职责', '提供服务']",[],228,Relation
测点SGC.FENGQUAN_1.10MBV10AH001ZV60,null,测量值单位为,"['单位制', '单位', '量纲', '测量单位', '标准单位']",[],229,Relation
测点SGC.FENGQUAN_1.10MBV10AH001ZV60,AH001,用于监测设备,"['监测工具', '监测系统', '监测设备', '监测装置']",[],230,Relation
测点SGC.FENGQUAN_1.10MBV10AH001ZV60,AH,用于监测的设备类型为,"['测量仪器', '监控工具', '传感装置', '检测装置', '监测设备']",[],231,Relation
测点SGC.FENGQUAN_1.10MBV10AH001ZV60,001,用于监测的设备序列号为,"['监测设备编号', '设备监测标识', '监测用序列号', '监测编号关联']",[],232,Relation
测点SGC.FENGQUAN_1.10MBV10AH001ZV60,FENGQUAN_1 电厂,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],233,Relation
01 区域,设备 EZ245,部署,"['实施', '配置', '安排', '布置', '派遣']",[],234,Relation
设备 EZ245,EZ,设备类型是,"['设备类别', '设备分类', '属于类型', '类型归属']",[],235,Relation
设备 EZ245,245,设备序列号是,"['唯一识别码', '设备唯一码', '设备编码', '序列标识']",[],236,Relation
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,20MKY01EZ245XB01,的核心KKS码为,"['主要代码', '核心码', '核心标识', '核心编码']",[],237,Relation
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,XB01,无效代码标识为,"['标记为无效', '标示为非法', '识别为无效', '标注为错误']",[],238,Relation
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,GEN. GCB FAILURE PROTECTION CH.B,功能描述为,"['实现功能', '执行作用', '承担职责', '提供服务']",[],239,Relation
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,null,测量值单位为,"['单位制', '单位', '量纲', '测量单位', '标准单位']",[],240,Relation
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,设备 EZ245,用于监测,"['侦测工具', '监测用途', '监控功能', '用于检测']",[],241,Relation
SGC.FENGQUAN_2.20MKY01EZ245XB01,EZ,用于监测的设备类型为,"['测量仪器', '监控工具', '传感装置', '检测装置', '监测设备']",[],242,Relation
SGC.FENGQUAN_2.20MKY01EZ245XB01,245,用于监测的设备序列号为,"['监测设备编号', '设备监测标识', '监测用序列号', '监测编号关联']",[],243,Relation
SGC.FENGQUAN_2.20MKY01EZ245XB01,FENGQUAN_2 电厂,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],244,Relation
SGC.FENGQUAN_2.20MKY01EZ245XB01,20 号机组,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],245,Relation
SGC.FENGQUAN_2.20MKY01EZ245XB01,01 区域,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],246,Relation
SGC.FENGQUAN_2.20MKY01EZ245XB01,MKY 主系统,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],247,Relation
