:START_ID,:END_ID,relation,concepts,synsets,numeric_id,:TYPE
测点SGC.GANLU_1.10MBH22AA102XC91,AA,用于监测的设备类型为,"['检测装置', '监测设备', '测量仪器', '监控工具', '传感装置']",[],207,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,102,用于监测的设备序列号为,"['监测设备编号', '设备识别码', '监测序列号', '监测标识']",[],208,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,GANLU_1 电厂,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],209,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,10 号机组,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],210,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,22 区域,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],211,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,MBH 主系统,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],212,Relation
69. FENGQUAN_1 电厂,10 号机组,包含,"['包括', '包含在内', '包含', '涵盖', '容纳']",[],213,Relation
10 号机组,MBV 主系统,配置,"['调配', '设置', '配备', '安排', '布置']",[],214,Relation
MBV 主系统,10 区域,划分,"['分类', '区分', '分割', '划分界限', '划分区域']",[],215,Relation
10 区域,设备 AH001,部署,"['部署到位', '设置', '安排', '布置']",[],216,Relation
设备 AH001,AH,设备类型是,"['设备类别', '属于类型', '类型归属', '设备分类']",[],217,Relation
设备 AH001,001,设备序列号是,"['唯一识别码', '识别标签', '设备编号', '序列标识']",[],218,Relation
测点SGC.FENGQUAN_1.10MBV10AH001ZV60,10MBV10AH001ZV60,核心 KKS 码为,"['关联码', '对应', '关联', '核心编码']",[],219,Relation
测点SGC.FENGQUAN_1.10MBV10AH001ZV60,ZV60,无效代码标识为,"['标示为无用', '标注为不可用', '标记为无效', '识别为错误']",[],220,Relation
测点SGC.FENGQUAN_1.10MBV10AH001ZV60,LUBE OIL HEATER TRIP,功能描述为,"['实现功能', '承担职责', '执行作用', '具备能力']",[],221,Relation
测点SGC.FENGQUAN_1.10MBV10AH001ZV60,null,测量值单位为,"['量纲', '单位', '单位制', '度量单位', '标度']",[],222,Relation
测点SGC.FENGQUAN_1.10MBV10AH001ZV60,AH001,用于监测设备,"['监测工具', '传感组件', '检测设备', '监控装置']",[],223,Relation
测点SGC.FENGQUAN_1.10MBV10AH001ZV60,AH,用于监测的设备类型为,"['检测装置', '监测设备', '测量仪器', '监控工具', '传感装置']",[],224,Relation
测点SGC.FENGQUAN_1.10MBV10AH001ZV60,001,用于监测的设备序列号为,"['监测设备编号', '设备识别码', '监测序列号', '监测标识']",[],225,Relation
测点SGC.FENGQUAN_1.10MBV10AH001ZV60,FENGQUAN_1 电厂,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],226,Relation
01 区域,设备 EZ245,部署,"['部署到位', '设置', '安排', '布置']",[],227,Relation
设备 EZ245,EZ,设备类型是,"['设备类别', '属于类型', '类型归属', '设备分类']",[],228,Relation
设备 EZ245,245,设备序列号是,"['唯一识别码', '识别标签', '设备编号', '序列标识']",[],229,Relation
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,20MKY01EZ245XB01,的核心KKS码为,"['核心标识', '核心代码', '核心编码']",[],230,Relation
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,XB01,无效代码标识为,"['标示为无用', '标注为不可用', '标记为无效', '识别为错误']",[],231,Relation
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,GEN. GCB FAILURE PROTECTION CH.B,功能描述为,"['实现功能', '承担职责', '执行作用', '具备能力']",[],232,Relation
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,null,测量值单位为,"['量纲', '单位', '单位制', '度量单位', '标度']",[],233,Relation
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,设备 EZ245,用于监测,"['用于检测', '侦测工具', '监控功能', '监测用途']",[],234,Relation
SGC.FENGQUAN_2.20MKY01EZ245XB01,EZ,用于监测的设备类型为,"['检测装置', '监测设备', '测量仪器', '监控工具', '传感装置']",[],235,Relation
SGC.FENGQUAN_2.20MKY01EZ245XB01,245,用于监测的设备序列号为,"['监测设备编号', '设备识别码', '监测序列号', '监测标识']",[],236,Relation
SGC.FENGQUAN_2.20MKY01EZ245XB01,FENGQUAN_2 电厂,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],237,Relation
SGC.FENGQUAN_2.20MKY01EZ245XB01,20 号机组,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],238,Relation
SGC.FENGQUAN_2.20MKY01EZ245XB01,01 区域,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],239,Relation
SGC.FENGQUAN_2.20MKY01EZ245XB01,MKY 主系统,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],240,Relation
